Name,Chr:bp,Genomic size (bp),Class,Source Study,Study description
nsv1941496,19:13228606-13228638,-,short tandem repeat variation,DGVa:nstd128,"Database of Genomic Variants Archive: Mallick 2016 ""We report high quality genomes from 300 individuals from 142 diverse populations. As part of this study, we generated a comprehensive catalog of short tandem repeat (STR) genotypes. We used this call set to characterize allele frequency spectra, analyze sequence determinants of STR variation, and to identify common loss of function alleles."""
esv1500304,19:13228625-13228625,-,insertion,DGVa:estd22,"Database of Genomic Variants Archive: Levy 2007 ""The diploid genome sequence of an individual human."" PMID:17803354"
esv3219662,19:13229062-13229063,2,CNV,DGVa:estd209,"Database of Genomic Variants Archive: Pang 2013b ""Performance of High-Throughput Sequencing for the Discovery of Genetic Variation Across the Complete Size Spectrum."" PMID:24192839"
esv1129021,19:13229070-13229070,-,insertion,DGVa:estd22,"Database of Genomic Variants Archive: Levy 2007 ""The diploid genome sequence of an individual human."" PMID:17803354"
esv1282503,19:13229070-13229071,2,CNV,DGVa:estd22,"Database of Genomic Variants Archive: Levy 2007 ""The diploid genome sequence of an individual human."" PMID:17803354"
nsv1940106,19:13230282-13230307,-,short tandem repeat variation,DGVa:nstd128,"Database of Genomic Variants Archive: Mallick 2016 ""We report high quality genomes from 300 individuals from 142 diverse populations. As part of this study, we generated a comprehensive catalog of short tandem repeat (STR) genotypes. We used this call set to characterize allele frequency spectra, analyze sequence determinants of STR variation, and to identify common loss of function alleles."""
nsv1941497,19:13230472-13230504,-,short tandem repeat variation,DGVa:nstd128,"Database of Genomic Variants Archive: Mallick 2016 ""We report high quality genomes from 300 individuals from 142 diverse populations. As part of this study, we generated a comprehensive catalog of short tandem repeat (STR) genotypes. We used this call set to characterize allele frequency spectra, analyze sequence determinants of STR variation, and to identify common loss of function alleles."""
nsv1940107,19:13230822-13230834,-,short tandem repeat variation,DGVa:nstd128,"Database of Genomic Variants Archive: Mallick 2016 ""We report high quality genomes from 300 individuals from 142 diverse populations. As part of this study, we generated a comprehensive catalog of short tandem repeat (STR) genotypes. We used this call set to characterize allele frequency spectra, analyze sequence determinants of STR variation, and to identify common loss of function alleles."""
nsv1940108,19:13230988-13231021,-,short tandem repeat variation,DGVa:nstd128,"Database of Genomic Variants Archive: Mallick 2016 ""We report high quality genomes from 300 individuals from 142 diverse populations. As part of this study, we generated a comprehensive catalog of short tandem repeat (STR) genotypes. We used this call set to characterize allele frequency spectra, analyze sequence determinants of STR variation, and to identify common loss of function alleles."""
esv2962838,19:13231177-13231177,-,insertion,DGVa:estd209,"Database of Genomic Variants Archive: Pang 2013b ""Performance of High-Throughput Sequencing for the Discovery of Genetic Variation Across the Complete Size Spectrum."" PMID:24192839"
nsv1941498,19:13231178-13231194,-,short tandem repeat variation,DGVa:nstd128,"Database of Genomic Variants Archive: Mallick 2016 ""We report high quality genomes from 300 individuals from 142 diverse populations. As part of this study, we generated a comprehensive catalog of short tandem repeat (STR) genotypes. We used this call set to characterize allele frequency spectra, analyze sequence determinants of STR variation, and to identify common loss of function alleles."""
esv1480559,19:13231194-13231194,-,insertion,DGVa:estd22,"Database of Genomic Variants Archive: Levy 2007 ""The diploid genome sequence of an individual human."" PMID:17803354"
nsv1940314,19:13231352-13231380,-,short tandem repeat variation,DGVa:nstd128,"Database of Genomic Variants Archive: Mallick 2016 ""We report high quality genomes from 300 individuals from 142 diverse populations. As part of this study, we generated a comprehensive catalog of short tandem repeat (STR) genotypes. We used this call set to characterize allele frequency spectra, analyze sequence determinants of STR variation, and to identify common loss of function alleles."""
nsv1940807,19:13232147-13232193,-,short tandem repeat variation,DGVa:nstd128,"Database of Genomic Variants Archive: Mallick 2016 ""We report high quality genomes from 300 individuals from 142 diverse populations. As part of this study, we generated a comprehensive catalog of short tandem repeat (STR) genotypes. We used this call set to characterize allele frequency spectra, analyze sequence determinants of STR variation, and to identify common loss of function alleles."""
nsv1940315,19:13232205-13232216,-,short tandem repeat variation,DGVa:nstd128,"Database of Genomic Variants Archive: Mallick 2016 ""We report high quality genomes from 300 individuals from 142 diverse populations. As part of this study, we generated a comprehensive catalog of short tandem repeat (STR) genotypes. We used this call set to characterize allele frequency spectra, analyze sequence determinants of STR variation, and to identify common loss of function alleles."""
nsv1940316,19:13232733-13232756,-,short tandem repeat variation,DGVa:nstd128,"Database of Genomic Variants Archive: Mallick 2016 ""We report high quality genomes from 300 individuals from 142 diverse populations. As part of this study, we generated a comprehensive catalog of short tandem repeat (STR) genotypes. We used this call set to characterize allele frequency spectra, analyze sequence determinants of STR variation, and to identify common loss of function alleles."""
nsv1940317,19:13233055-13233068,-,short tandem repeat variation,DGVa:nstd128,"Database of Genomic Variants Archive: Mallick 2016 ""We report high quality genomes from 300 individuals from 142 diverse populations. As part of this study, we generated a comprehensive catalog of short tandem repeat (STR) genotypes. We used this call set to characterize allele frequency spectra, analyze sequence determinants of STR variation, and to identify common loss of function alleles."""
esv1623077,19:13234369-13234370,2,CNV,DGVa:estd22,"Database of Genomic Variants Archive: Levy 2007 ""The diploid genome sequence of an individual human."" PMID:17803354"
esv3556057,19:13234731-13234756,26,CNV,DGVa:estd215,"Database of Genomic Variants Archive: Boomsma 2014 ""The Genome of the Netherlans: design, and project goals"" PMID:23714750"
nsv1940808,19:13236327-13236348,-,short tandem repeat variation,DGVa:nstd128,"Database of Genomic Variants Archive: Mallick 2016 ""We report high quality genomes from 300 individuals from 142 diverse populations. As part of this study, we generated a comprehensive catalog of short tandem repeat (STR) genotypes. We used this call set to characterize allele frequency spectra, analyze sequence determinants of STR variation, and to identify common loss of function alleles."""
esv3343314,19:13238338-13242736,"4,399",CNV,DGVa:estd59,Database of Genomic Variants Archive: 1000 Genomes Project Consortium - Pilot Project. PMID:20981092
esv2962839,19:13238595-13238595,-,insertion,DGVa:estd209,"Database of Genomic Variants Archive: Pang 2013b ""Performance of High-Throughput Sequencing for the Discovery of Genetic Variation Across the Complete Size Spectrum."" PMID:24192839"
esv2317153,19:13238596-13238596,-,insertion,DGVa:estd194,"Database of Genomic Variants Archive: Bentley 2008 ""Accurate whole human genome sequencing using reversible terminator chemistry"" PMID:18987734"
esv1088407,19:13238605-13238605,-,insertion,DGVa:estd22,"Database of Genomic Variants Archive: Levy 2007 ""The diploid genome sequence of an individual human."" PMID:17803354"
esv2524551,19:13239107-13239117,11,CNV,DGVa:estd197,"Database of Genomic Variants Archive: McKernan 2009 ""Sequence and structural variation in a human genome uncovered by short-read, massively parallel ligation sequencing using two-base encoding"" PMID:19546169"
esv3414118,19:13239138-13242136,"2,999",CNV,DGVa:estd59,Database of Genomic Variants Archive: 1000 Genomes Project Consortium - Pilot Project. PMID:20981092
nsv1940809,19:13239800-13239821,-,short tandem repeat variation,DGVa:nstd128,"Database of Genomic Variants Archive: Mallick 2016 ""We report high quality genomes from 300 individuals from 142 diverse populations. As part of this study, we generated a comprehensive catalog of short tandem repeat (STR) genotypes. We used this call set to characterize allele frequency spectra, analyze sequence determinants of STR variation, and to identify common loss of function alleles."""
nsv1940318,19:13240612-13240632,-,short tandem repeat variation,DGVa:nstd128,"Database of Genomic Variants Archive: Mallick 2016 ""We report high quality genomes from 300 individuals from 142 diverse populations. As part of this study, we generated a comprehensive catalog of short tandem repeat (STR) genotypes. We used this call set to characterize allele frequency spectra, analyze sequence determinants of STR variation, and to identify common loss of function alleles."""
esv3412861,19:13240675-13240754,80,CNV,DGVa:estd59,Database of Genomic Variants Archive: 1000 Genomes Project Consortium - Pilot Project. PMID:20981092
nsv138168,19:13240689-13240749,61,CNV,DGVa:nstd6,"Database of Genomic Variants Archive: Mills 2006 ""An initial map of insertion and deletion (INDEL) variation in the human genome."" PMID:16902084"
esv2962840,19:13240749-13240749,-,insertion,DGVa:estd209,"Database of Genomic Variants Archive: Pang 2013b ""Performance of High-Throughput Sequencing for the Discovery of Genetic Variation Across the Complete Size Spectrum."" PMID:24192839"
nsv135776,19:13240750-13240750,-,insertion,DGVa:nstd6,"Database of Genomic Variants Archive: Mills 2006 ""An initial map of insertion and deletion (INDEL) variation in the human genome."" PMID:16902084"
esv3219663,19:13240788-13240792,5,CNV,DGVa:estd209,"Database of Genomic Variants Archive: Pang 2013b ""Performance of High-Throughput Sequencing for the Discovery of Genetic Variation Across the Complete Size Spectrum."" PMID:24192839"
nsv1940319,19:13242280-13242294,-,short tandem repeat variation,DGVa:nstd128,"Database of Genomic Variants Archive: Mallick 2016 ""We report high quality genomes from 300 individuals from 142 diverse populations. As part of this study, we generated a comprehensive catalog of short tandem repeat (STR) genotypes. We used this call set to characterize allele frequency spectra, analyze sequence determinants of STR variation, and to identify common loss of function alleles."""
nsv1940320,19:13243550-13243564,-,short tandem repeat variation,DGVa:nstd128,"Database of Genomic Variants Archive: Mallick 2016 ""We report high quality genomes from 300 individuals from 142 diverse populations. As part of this study, we generated a comprehensive catalog of short tandem repeat (STR) genotypes. We used this call set to characterize allele frequency spectra, analyze sequence determinants of STR variation, and to identify common loss of function alleles."""
